comment,score,sentiment,account_type
She knew from day one. She had a plan. She set out to do the damn thing. And she did it.,0.5,Positive,Food & Beverage
You look incredibleeee!!! I'm also celebrating 85lbs down so far and I LOVE seeing these videos on my feed! It makes me so happy to see others thriving and glowing and reminds me how far I've come when I feel down. You're amazing! ❤️,0.9,Positive,Food & Beverage
I CAN SEE THE DIFFERENCE OMG KEEP GOINGGGGG,0.6,Positive,Food & Beverage
"Two months had me cackling, with the wall 😂 You look amazing!",0.5,Positive,Food & Beverage
oh i just know flowers appear wherever you walk,0.4,Positive,Food & Beverage
Ccongratulations... Hard work pays off! ❤️💚,0.6,Positive,Food & Beverage
You did amazing girl!! Congratulations,0.5,Positive,Food & Beverage
YOUR SMILE 🥰 beautiful through the whole video. The difference I saw is the Pep in your step. You just look so excited 🥰🥰🥰🥰,0.7,Positive,Food & Beverage
You looks amazing. I can see how much lighter you feel each month and I don’t mean weight wise.,0.5,Positive,Food & Beverage
The confidence just keeps getting stronger 💪,0.6,Positive,Food & Beverage
KEEP GOING GIRL! 😆,0.5,Positive,Food & Beverage
I love how you look happy throughout it all,0.6,Positive,Food & Beverage
ur just inspired me 2 keep going 💪👏well done beautiful,0.7,Positive,Food & Beverage
great job. full on transformation. 🥰,0.6,Positive,Food & Beverage
U can see her confidence growing💖,0.5,Positive,Food & Beverage
Go giiiirl 😍,0.8,Positive,Food & Beverage
I can feel the confidence from here,0.6,Positive,Food & Beverage
congrats girl you're doing amazing,0.9,Positive,Food & Beverage
"You're so cute, and your skirt totally adds to it",0.7,Positive,Food & Beverage
I love the jump and leap in to greater confidence into each video,0.8,Positive,Food & Beverage
Hey! May I ask how much your bra size went down? I’m wondering if I loose weight I won’t need a reduction.,-0.1,Neutral,Food & Beverage
this was absolutely adorable lol,0.5,Positive,Food & Beverage
You came a long way! 👏🏽👏🏽,0.7,Positive,Food & Beverage
Wow!! You just motivate me to lose weight. ❤️,0.9,Positive,Food & Beverage
For once someone doing this the right way. You go girl 🥰🥰,0.8,Positive,Food & Beverage
Damn girl you showed out!!!!,0.9,Positive,Food & Beverage
This is amazing!! Keep it up!!,0.9,Positive,Food & Beverage
So proud of you! Love that your energy has never wavered!,0.8,Positive,Food & Beverage
how often did/do you go to the gym to have achieved this? daily?? how long is each session?,-0.1,Neutral,Food & Beverage
I love how you’re so happy through the whole thing!! 🥹♥️,0.8,Positive,Food & Beverage
GIRL!!! My smile got bigger and bigger as the clips went on! Good for you i hope you are happy🥰,0.9,Positive,Food & Beverage
that was beautiful,0.7,Positive,Food & Beverage
what comes after 7?,-0.2,Neutral,Food & Beverage
OMG Conguralations 🤩👏🏻,0.9,Positive,Food & Beverage
You go girl,0.4,Positive,Food & Beverage
her smile 😭❤️,0.9,Positive,Food & Beverage
And you look happy the whole way through 😭💕,0.9,Positive,Food & Beverage
Proud of you,0.8,Positive,Food & Beverage
I’m so proud of u ❤🙏,0.9,Positive,Food & Beverage
Keep going girl💋,0.8,Positive,Food & Beverage
Your energy is everything!,0.8,Positive,Food & Beverage
You go girl!!!,0.6,Positive,Food & Beverage
i’ll js stick to not eating,-0.5,Negative,Food & Beverage
Insane girl!!🤍👏🏽,0.6,Positive,Food & Beverage
Good job girlie !! 💕,0.5,Positive,Food & Beverage
amazing made me smile all the way through ❤️,0.9,Positive,Food & Beverage
how many times a week did you go and for how long did you train,0,Neutral,Food & Beverage
This is AMAZING! Good job girl! Very motivating 💖,0.9,Positive,Food & Beverage
you did it,0.4,Positive,Food & Beverage
Awesome work💪😍,0.7,Positive,Food & Beverage
you are so beautiful before and after😍💗,0.8,Positive,Food & Beverage
just WOW,0.5,Positive,Food & Beverage
YOU LOOK SO HAPPY,0.6,Positive,Food & Beverage
Ur smile is radiating 🥰🥰🥰,0.9,Positive,Food & Beverage
Congratulations to you 😍😍,0.8,Positive,Food & Beverage
Now this is a glowup😍,0.7,Positive,Food & Beverage
what exercizes did u do,0,Neutral,Food & Beverage
good job cutie!! I'm so proud of you🖤🖤,0.9,Positive,Food & Beverage
Yess girl!!!! 😍,0.8,Positive,Food & Beverage
"you look so energetic and happy, and you looked beautiful before and after, but you look really happy",0.7,Positive,Food & Beverage
YOU GO GIRL,0.7,Positive,Food & Beverage
Congrats,0.6,Positive,Food & Beverage
you so cute ooohhh my heart ❤️,0.9,Positive,Food & Beverage
This alwas makes me smile🥰,0.8,Positive,Food & Beverage
im proud of you❤️🔥🔥,0.8,Positive,Food & Beverage
howwww,0,Neutral,Food & Beverage
you go girlie!,0.6,Positive,Food & Beverage
"I love that through the entire thing, she's still happy!",0.5,Positive,Food & Beverage
Amazing!!!!,0.9,Positive,Food & Beverage
"OMG, wow, good job. I’m sure everyone is so proud and you should be too.",0.7,Positive,Food & Beverage
Your little jump and the smile 😍,0.8,Positive,Food & Beverage
THE PROGRESS IS INSANE KEEP GOING GIRL❤️🔥,0.9,Positive,Food & Beverage
what a change!,0.4,Positive,Food & Beverage
what the glow up😳,0.5,Positive,Food & Beverage
you deserve all your flowers!!,0.8,Positive,Food & Beverage
proud of you 🥰🥰,0.9,Positive,Food & Beverage
Amazing!,0.5,Positive,Food & Beverage
teach me how to do that,0.1,Neutral,Food & Beverage
OMG it looks like two different people. You’re doing great and you look amazing.,0.8,Positive,Food & Beverage
Woooooo hooooooo killing it girl!!!!,0.9,Positive,Food & Beverage
"Well, that was the cutest transformation I've ever seen❤️Consistency is 🔑",0.8,Positive,Food & Beverage
Congratulations 🎉 you did it!!,0.9,Positive,Food & Beverage
Beautiful!,0.8,Positive,Food & Beverage
Before: 👸 After: 👸,0.5,Positive,Food & Beverage
Good job❤️I can’t find any thing to help me and I can’t go to the gym it’s to far.,-0.1,Neutral,Food & Beverage
"u look amazing but was the workout plan u had? and did u use calorie deficit, healthier food etc? sorry I was to lose and need support ❤🙏🥰",0.2,Neutral,Food & Beverage
love this transformation!,0.9,Positive,Food & Beverage
You just proved that if you want it you can make it ✨✨✨✨ good job 👏,0.8,Positive,Food & Beverage
Wow !! What a big transformation got job,0.7,Positive,Food & Beverage
You ARE adorable!!!,0.8,Positive,Food & Beverage
Awesome,0.7,Positive,Food & Beverage
u got this girl!! u look amazing !!,0.9,Positive,Food & Beverage
"Get it girlie , Good job!!",0.7,Positive,Food & Beverage
the only thing I have an issue with is your spins and kicks were not. consistent!! 🤣🤣 great work!!! love the energy,0.1,Neutral,Food & Beverage
"Hey bestie! U cute! Keep going, Gurl!",0.8,Positive,Food & Beverage
WELL DONE,0.5,Positive,Food & Beverage
Just great. good work girl good on you.,0.4,Positive,Food & Beverage
amazing work xx,0.9,Positive,Food & Beverage
what excecizes did you do. my daughter and I are starting our gym journey,0,Neutral,Food & Beverage
Wow you did so good. In losing slowly down 30 need to lose 60 more able to do limited exercise do to bone on bone knees,0.3,Positive,Food & Beverage
the confidence since day 1!! you did that👏,0.7,Positive,Food & Beverage
"Keep up the fantastic work, hun!!! ❤️❤️❤️",0.9,Positive,Food & Beverage
pls baby girl i need the workout routine i have no idea where to start,0,Neutral,Food & Beverage
"in case you don't have anyone telling you this, I am SO proud of you! be blessed!",0.9,Positive,Food & Beverage
Go go go 🙌🏼🎉,0.8,Positive,Food & Beverage
Awesome job! Congratulations,0.7,Positive,Food & Beverage
Okay I’m so proud of you. You’re doing amazing,0.8,Positive,Food & Beverage
Proud of you queen! You’re beautiful🤍🤍,0.9,Positive,Food & Beverage
"I absolutely love this, you go girl 🩷🥰",0.9,Positive,Food & Beverage
I’m o proud of you,0.6,Positive,Food & Beverage
love your energy you go girl! cutie pie,0.8,Positive,Food & Beverage
Beautiful energy and good job 🥰,0.9,Positive,Food & Beverage
Yes! 🙌🏻 inspiration,0.7,Positive,Food & Beverage
girl is KILLING it,0.6,Positive,Food & Beverage
OMG LOOK AT YOU GO GIRL!!! YOURE SO AMAZING,0.8,Positive,Food & Beverage
🦋🦋🦋🦋👏👏congrats,0.7,Positive,Food & Beverage
GIIIIRRRRRRLLLLLL 💪🏻💪🏻💪🏻,0.5,Positive,Food & Beverage
Good job! Amazing!,0.5,Positive,Food & Beverage
from 1/10 to 10/100,0.3,Positive,Food & Beverage
"Awe you are so adorable, the wee kick has me instantly following you. ✨🥰",0.9,Positive,Food & Beverage
Yes queen!! Your killing it so so proud of you!!,0.7,Positive,Food & Beverage
Good job🥰,0.6,Positive,Food & Beverage
It’s the leg kicks for me 😍,0.6,Positive,Food & Beverage
At all stages still looking so beautiful 💕,0.6,Positive,Food & Beverage
You look so good 💕,0.6,Positive,Food & Beverage
"Love the smile, the progress and the fits",0.7,Positive,Food & Beverage
Amazing lady. Go you.,0.6,Positive,Food & Beverage
Awesome work with your transformation! 🔥,0.7,Positive,Food & Beverage
"you got me smiling from ear to ear. so proud of you, stranger! 🩵",0.8,Positive,Food & Beverage
how often do you go?❤️you look amazing both before and after❤️,0.5,Positive,Food & Beverage
good job queen👏🏾,0.5,Positive,Food & Beverage
Holy moly keep it up your smile just got brighter and brighter 🔥🔥❤️❤️❤️❤️,0.9,Positive,Food & Beverage
wow girl I love it. you look amazing and I love the video idea 🥰😍💓😘,0.9,Positive,Food & Beverage
omg the transformation is INSANE!! 💞💞💞🔥,0.8,Positive,Food & Beverage
proud !!,0.4,Positive,Food & Beverage
love the jumpies!!! amazing work girl 💅,0.7,Positive,Food & Beverage
I need the meal plan and the motivation 😩,-0.3,Negative,Food & Beverage
wow 👏👏👏,0.5,Positive,Food & Beverage
Proud🙏🏾,0.5,Positive,Food & Beverage
well doneeeee❤️,0.6,Positive,Food & Beverage
👏🏽 keep going,0.4,Positive,Food & Beverage
Wow!!! Very nice! 💕,0.7,Positive,Food & Beverage
Sometimes when you want to lose weight it’s just to let go of certain foods and just be consistent with what you have,0.1,Neutral,Food & Beverage
Killing it!! Absolute inspiration.. consistency over perfection 🔥,0.8,Positive,Food & Beverage
Wow that’s a huge transformation!!,0.6,Positive,Food & Beverage
I'm so proud of u! I love that you're smiling all the time!! you're beautiful,0.9,Positive,Food & Beverage
👏👏THIS👏👏👏👏👏👏👏👏💪🙏,0.7,Positive,Food & Beverage
💪 wow,0.3,Positive,Food & Beverage
before :👸😊🥰 after: 👸😊🥰,0.5,Positive,Food & Beverage
👌good Job girl 👏🏻👏🏻👏🏻👏🏻,0.6,Positive,Food & Beverage
wow girlie ❤️❤️,0.7,Positive,Food & Beverage
Wow wow wow!! Great,0.8,Positive,Food & Beverage
you look much younger now,0.4,Positive,Food & Beverage
Keep going girl you got it 🥳great job you shining from inside out ✨🥹,0.9,Positive,Food & Beverage
This is absolutely beautiful! Keep making Gainz!,0.8,Positive,Food & Beverage
congratulations for you,0.5,Positive,Food & Beverage
Gurl u were beautiful from the start,0.6,Positive,Food & Beverage
Your workout fits are so cute 💞,0.7,Positive,Food & Beverage
Aww so happy for you!,0.8,Positive,Food & Beverage
You’re so cute I love your little hop and skirt! Great job mamas also ❤️,0.9,Positive,Food & Beverage
GORGEOUS QUEEN!!!!!!!,0.9,Positive,Food & Beverage
🥰 BEAUTIFUL,0.8,Positive,Food & Beverage
I love how you were so happy even at the start!,0.7,Positive,Food & Beverage
Very proud of u❤️,0.6,Positive,Food & Beverage
Great job ✌️😁,0.5,Positive,Food & Beverage
"I love your outfit, go girl",0.7,Positive,Food & Beverage
Smile never left!!,0.4,Positive,Food & Beverage
Yesss!,0.5,Positive,Food & Beverage
congratulations,0.5,Positive,Food & Beverage
I am proud of you!,0.6,Positive,Food & Beverage
please tell us is this a 5day/wk til 6mo regimen?,0,Neutral,Food & Beverage
Awww what a seeet video. Also that skirt… live it!!!,0.8,Positive,Food & Beverage
your smile is adorable ❤️and you look amazing!!!,0.9,Positive,Food & Beverage
👏🏼👏🏼👏🏼♥️love it 💕,0.8,Positive,Food & Beverage
wow!! amazing 🥰,0.9,Positive,Food & Beverage
So tell us what you do?? Give us the insight 👀 did you change your eating habits??? What work outs??,0.1,Neutral,Food & Beverage
beautiful,0.5,Positive,Food & Beverage
WORK IT GIRL 🔥🔥🔥,0.7,Positive,Food & Beverage
Pizza,0,Neutral,Food & Beverage
aww,0.3,Positive,Food & Beverage
"“The results take time,it doesn’t just happen overnight”",0,Neutral,Food & Beverage
You look amazing congratulations!!!,0.8,Positive,Food & Beverage
Adorable skirt! Congrats on your success and hard work!,0.7,Positive,Food & Beverage
YOU GO!!,0.6,Positive,Food & Beverage
You go Queen!!!!! ❤️,0.7,Positive,Food & Beverage
So cute I love this,0.6,Positive,Food & Beverage
Gurrrllllll yay !!!!,0.7,Positive,Food & Beverage
awesome progress 👏👏👏,0.8,Positive,Food & Beverage
I’m proud of you 🥹🥰,0.7,Positive,Food & Beverage
get it girlie! 🥰,0.6,Positive,Food & Beverage
Way to go!!!,0.6,Positive,Food & Beverage
That’s progress,0.3,Positive,Food & Beverage
"go girl, you can do everything with this Energy 💗💗💗",0.9,Positive,Food & Beverage
keep it up girl ❤️❤️❤️,0.8,Positive,Food & Beverage
You go girl!👏👏🔥🔥,0.9,Positive,Food & Beverage
Everything about this was perfection,1,Positive,Food & Beverage
You are amazing.,0.8,Positive,Food & Beverage
Great job!!,0.5,Positive,Food & Beverage
Great job staying consistent 🔥,0.7,Positive,Food & Beverage
"so proud,you inspire me🥰",0.8,Positive,Food & Beverage
YES GIRLLLLL!!!,0.9,Positive,Food & Beverage
"From the first picture you can tell she was locked in, this is what we like to see",0.6,Positive,Food & Beverage
Love it,0.5,Positive,Food & Beverage
Who lives in a pineapple under the sea…,0,Neutral,Food & Beverage
OMG GIRL !!!! Wow !!!! Thank you 💘✨,0.9,Positive,Food & Beverage
Well done x,0.6,Positive,Food & Beverage
Progress is insane good job💪,0.8,Positive,Food & Beverage
Awesome 👏,0.5,Positive,Food & Beverage
Way to go girl!,0.6,Positive,Food & Beverage
Good job ❤️❤️,0.6,Positive,Food & Beverage
<3333 i love,0.9,Positive,Food & Beverage
Great job!!!,0.8,Positive,Food & Beverage
Yassss Queen! Slaying 🙌🏼❤️,0.9,Positive,Food & Beverage
Good yob girl im proud of you 🩷,0.7,Positive,Food & Beverage
Proud of you stranger 🥰,0.8,Positive,Food & Beverage
Things you did: THAT 😍😍😍,0.9,Positive,Food & Beverage
The first thing notice the face😆 happy for her,0.5,Positive,Food & Beverage
Love that your attitude and smile never changed ❣️,0.8,Positive,Food & Beverage
well done,0.4,Positive,Food & Beverage
I love you attitude! And wow! Amazing!🥰,0.9,Positive,Food & Beverage
"Well done, you look great!",0.6,Positive,Food & Beverage
GET IT GIRL!!!,0.9,Positive,Food & Beverage
your smile made me smile 🫶🏻,0.8,Positive,Food & Beverage
Desde el principio tu actitud es lo más bello y te hace ver bella,0.9,Positive,Food & Beverage
"Молодец! Работа над собой - это не только про внешность, но и про силу духа👍🏻",0.8,Positive,Food & Beverage
"ahahah j'adore le petit pas de fée 🤣
félicitations 👌",0.7,Positive,Food & Beverage
tus saltitos me llenan de vida 😭,0.9,Positive,Food & Beverage
Der Hüpfer und ihr Lachen ist so herzig 💕,0.9,Positive,Food & Beverage
déjà au bout de 2 mois on voit la différence,0.5,Positive,Food & Beverage
"Pero y está crack, ídola, bestia, guerrera, Espartana, Saiyajin, sigue así felicidades",0.9,Positive,Food & Beverage
Quel saltino alla fine di ogni video mi spezza 😅! BRAVA !❤️,0.8,Positive,Food & Beverage
"Adoro la vueltita, la patadita, las falditas, la energía, la meta cumplida y sobretodo la sonrisa, amo ver personas felices y alegres 🥰😻",1,Positive,Food & Beverage
cómo da el saltito y su sonrisa se ve re adorableeee,0.9,Positive,Food & Beverage
"Que fofinho o jeito dela, mandou muito bem ✨👏",0.8,Positive,Food & Beverage
amo como levanta el piecito 🤣❤️,0.6,Positive,Food & Beverage
"me quito el sombrero, sigue así",0.4,Positive,Food & Beverage
"para los que piensan que el gym te hará bajar de peso, esto va acompañado de una correcta alimentacion, sino nada funciona.",-0.1,Neutral,Food & Beverage
que gran cambio felicidades 👏👏👏👏🤗,0.7,Positive,Food & Beverage
Yo también llevo años en éste proceso de mirar todos los logros de gente que no conozco y eso me hace feliz! 😅🤗,0.5,Positive,Food & Beverage
pues a mí solo con la alegría que derrochas ya me tienes ganado,0.6,Positive,Food & Beverage
Amo su actitud 😍😍😍😍😍,0.8,Positive,Food & Beverage
Elle est tellement rayonnante ✨,0.7,Positive,Food & Beverage
el cambio es evidente pero ME LLAMÓ MAS LA ATENCIÓN ESA LINDA SONRISA DESDE EL PRINCIPIO,0.5,Positive,Food & Beverage
Desdé el primer día ésa sonrisa hermosa y tú actitud ya habías conseguido todo reina 👑💜,0.7,Positive,Food & Beverage
Felicidades 🎊 que bonita vibra emites❤️,0.6,Positive,Food & Beverage
Me encanta tu actitud desde el primer dia!!! 👏👏👏 hermosa!!,0.7,Positive,Food & Beverage
omg man hat am anfang schon krass viele Veränderungen gesehen statk,0.4,Positive,Food & Beverage
Su sonrisa 🥺,0.5,Positive,Food & Beverage
"ya tienes la sonrisa, eso es lo más importante, ama el proceso y amate a ti primero. keep going.",0.6,Positive,Food & Beverage
Your energy shines really bright!!! Congratz on reaching your goals,0.8,Positive,Food & Beverage
"Sonriente, hermosa y con un outfit bonito ✨ te felicito por tu progreso",0.7,Positive,Food & Beverage
Me encanta que nunca perdió el brillo y la energía. 🥰🥰,0.6,Positive,Food & Beverage
Молодец!)🥰,0.5,Positive,Food & Beverage
Lo más hermoso es lo feliz que se ve en todos los meses,0.6,Positive,Food & Beverage
"no puedo creer que estés asi de feliz de entrenar, a mi me daba flojera hasta caminar hasta el gym 😭 quisiera tu disciplina",-0.3,Negative,Food & Beverage
"Es falso , nadie sale así de feliz después de entrenar 😂😂😂, que orgullo tener esa dedicación , disciplina y actitud , FELICIDADES aquí lo importante eres tú ✨",0.4,Positive,Food & Beverage
"какая умница! и главное, позитивная ❤️",0.6,Positive,Food & Beverage
"Mujer ver a otra mujer lograr objetivos, mujer ser feliz. ✨",0.5,Positive,Food & Beverage
Mann sieht denn unterschied,-0.1,Neutral,Food & Beverage
el músculo de la pierna al final wow,0.3,Positive,Food & Beverage
Elle rayonne du début à la fin 🥹❤️,0.6,Positive,Food & Beverage
"Ay pos desde enero me pongo juiciosa, es la primera vez que digo que iré al gimnasio así que en unos meses me escriben para ver que paso 😁",0.4,Positive,Food & Beverage
J'adore ton petit pas de fée clochette et ta lumière ! Tu es plussoyante !!,0.5,Positive,Food & Beverage
"Un logro que no es para cualquiera, felicidades",0.4,Positive,Food & Beverage
que lindo es ver lo que uno logra cuando se lo propone. Mi yo del pasado con 124 kg y mi yo del presente con 45 kg menos y continuando 🙌,0.8,Positive,Food & Beverage
"Tú actitud 😍😍😍, pero excelente que hayas tomado la determinación de mejorar tu vida y tu salud.",0.7,Positive,Food & Beverage
il tuo sorriso fa un sacco di simpatia!! in bocca al lupo x tutti i tuoi obbiettivi ❤️,0.5,Positive,Food & Beverage
ella se ve tan feliz y yo me veo tan orgullosa de ella❤️,0.6,Positive,Food & Beverage
это офигенный результат 🤩 Вы молодец 👍👍👍,0.9,Positive,Food & Beverage
Wouaw vraiment incroyable félicitations c'est fou cette transformation tu n'a pas lâché et ça a fini par payer 🥰,0.8,Positive,Food & Beverage
Eis aqui uma protagonista,0.3,Positive,Food & Beverage
Super schön 💕genau deswegen sollte jeder der möchte im Fitnessstudio willkommen sein 💕,0.5,Positive,Food & Beverage
😭💗✨ como brilla su carita en cada mes viendo su propio progreso,0.7,Positive,Food & Beverage
Oua le changement félicitation,0.4,Positive,Food & Beverage
"Que bonita!!! increíble cambio, pero debo decir que te ves bella en las dos versiones, esa alegría te queda hermosa 🥰",0.6,Positive,Food & Beverage
"Tengo una duda… son cómodas esas faldas para entrenar? Tengo ganas de comprarme jajaja y otra cosa, que linda sonrisa tienes! Éxito en tu camino! 😁",0.3,Positive,Food & Beverage
cual es tu rutina del gym ?💖,0.2,Neutral,Food & Beverage
Yo entrene dos años y no pude ver resultados así como hacen?,-0.3,Negative,Food & Beverage
te ayudaste de algun nutriologo?,0.1,Neutral,Food & Beverage
Wow no le tenía fe y me tragué mis dudas 😩❤️,0.4,Positive,Food & Beverage
Amor pero que persistencia la tuya 10 de 10 el servicio,0.5,Positive,Food & Beverage
wow! bravo!,0.8,Positive,Food & Beverage
bravo,0.4,Positive,Food & Beverage
3 años es un cambio para toda la vida ojalá y aún perdure,0.3,Positive,Food & Beverage
умница ❤️🙏,0.9,Positive,Food & Beverage
Que pena que acabou ❤️parabens👏,0.1,Neutral,Food & Beverage
felicidades 💖 te ves aun más hermosa ✨✨,0.7,Positive,Food & Beverage
Me gustó 😊,0.3,Positive,Food & Beverage
En 6 mois wahou 👍,0.4,Positive,Food & Beverage
Bravo vraiment bravo ✨,0.6,Positive,Food & Beverage
is 93kg ok?,0,Neutral,Food & Beverage
ضحكتهاااا تجنن,0.8,Positive,Food & Beverage
Increíble!,0.9,Positive,Food & Beverage
extraño a mi ex 💔,-0.5,Negative,Food & Beverage
👏👏👏👍👍👍,0.7,Positive,Food & Beverage
yes girl ur doing great 👍,0.6,Positive,Food & Beverage
You look amazing!,0.5,Positive,Food & Beverage
🥰,0.7,Positive,Food & Beverage
🥰🥰🥰,0.6,Positive,Food & Beverage
😁😁😁,0.8,Positive,Food & Beverage
😩😩😩,-0.3,Negative,Food & Beverage
🤗🤗🤗,0.5,Positive,Food & Beverage
😂,0.5,Positive,Food & Beverage
👌,0.3,Positive,Food & Beverage
🙄🙄🙄,-0.4,Negative,Food & Beverage
👏 👏 👏,0.3,Positive,Food & Beverage
😭,-0.5,Negative,Food & Beverage
🔥🔥🔥🥰🥰🥰🥰🥰,0.8,Positive,Food & Beverage
😁,0.5,Positive,Food & Beverage
❤️❤️❤️,0.5,Positive,Food & Beverage
💪💪💪,0.6,Positive,Food & Beverage
👏👏👏❤️,0.5,Positive,Food & Beverage
🔥🔥,0.4,Positive,Food & Beverage
❤️,0.5,Positive,Food & Beverage
Congrats! But HOW CUTE ARE YOU 💖🥹,0.8,Positive,Food & Beverage
😅,0.1,Neutral,Food & Beverage
💯💯💯,0.6,Positive,Food & Beverage
💗,0.5,Positive,Food & Beverage
🔥🔥🔥,0.3,Positive,Food & Beverage
💯,0.5,Positive,Food & Beverage
👏👏,0.5,Positive,Food & Beverage
"Get it, queen!!",0.5,Positive,Food & Beverage
You are amazing.... Fit and funny too 🥰🥰🥰🥰🥰🥰,1,Positive,Food & Beverage
@Jule dann sind wir im Sommer perfekt,0.2,Neutral,Food & Beverage
waittt this so inspirational 😭😭😭😭❤️❤️,0.5,Positive,Food & Beverage
THE PROGRESS??!?? YOU GO GIRL KEEP GOING UR DOING AMAZING,1,Positive,Food & Beverage
Always with the smile and always bringing the vibes in each month! You get it girl,1,Positive,Food & Beverage
Love your energy through the entire video!!!!,1,Positive,Food & Beverage
felicitaciones sigue así,1,Positive,Food & Beverage
So good hope u keep up the good work,0.5,Positive,Food & Beverage
Go girl! You looked so happy 6 months ago and you’re still shining 👏🏼👏🏼,1,Positive,Food & Beverage
That’s actually so good,0.5,Positive,Food & Beverage
Inspirador💕😍,0.6,Positive,Food & Beverage
Love the cute outfits and energy keep it up🫶🏻,0.7,Positive,Food & Beverage
you're amazing... and that smile👑❤,0.8,Positive,Food & Beverage
Well done your doing great I've been trying to loose wait for years but it's really hard due to some medication I take,0.1,Neutral,Food & Beverage
@Кассандр🥀 können wir bitte über ihre Oberschenkel reden😍😍😍,0.5,Positive,Food & Beverage
81 lbs down and strong enough to overpower any hater who tells you you didn't work hard enough (you can cook them up and use them for protein),0.4,Positive,Food & Beverage
She's so cuteeee,0.6,Positive,Food & Beverage
GIRL IM SO PROUD AND HAPPY FOR YOU,0.9,Positive,Food & Beverage
You're doing great! keep up the good work I'm proud of you!! [happy],0.8,Positive,Food & Beverage
the results 😍😍,0.7,Positive,Food & Beverage
Yasssss 💕💕,0.7,Positive,Food & Beverage
"well done!!! girl!!! wow!!! keep it up, you look fabulous!!!!",0.9,Positive,Food & Beverage
Love these transformation videos it’s going to motivate me through my own weigtloss journey. Keep going girly you look amazing,0.8,Positive,Food & Beverage
good job girl. I do not know you but I'm proud of you,0.6,Positive,Food & Beverage
"Acabo de entrar está semana al gim por mi sobrepeso y verte a ti me da fortaleza, gracias por el video🥰",0.7,Positive,Food & Beverage
the little jumps makes me smile. Go girl🥰,0.6,Positive,Food & Beverage
This is so impressive and I love how you have your smile on through the whole time! It’s beautiful!,0.8,Positive,Food & Beverage
omggg skinny queeennn yasss,0.7,Positive,Food & Beverage
The transformation between month 5 and 6 is so awesome! Congrats sis!,0.8,Positive,Food & Beverage
Oh I loved this so much! You look so happy 💕,0.9,Positive,Food & Beverage
I’m so happy did you 🥺 x,0.6,Positive,Food & Beverage
peeeerioddd,0.4,Positive,Food & Beverage
Amazing. Wonderful. Incredible. No notes. 😘,0.9,Positive,Food & Beverage
The little hops are adorable. Good job mama. Keep up the great work! 💪🏼,0.8,Positive,Food & Beverage
incredible. thank you for sharing this,0.8,Positive,Food & Beverage
"Go Queen, we believe in you 🔥✨",0.9,Positive,Food & Beverage
Awwww I was jus smiling .. congratulations,0.7,Positive,Food & Beverage
So beautiful 😍 keep it up you look amazing,0.9,Positive,Food & Beverage
Love this! How many days a week do you go?,0.6,Positive,Food & Beverage
Great job,0.3,Positive,Food & Beverage
WOW. HELP ME GIRL,0.3,Positive,Food & Beverage
"hell yes, girl! congrats! way to commit and be proud of yourself, well deserved!",0.9,Positive,Food & Beverage
MY JAW DROPPED!!! THATS amazing!,0.9,Positive,Food & Beverage
that skirt is CUTE 😍,0.8,Positive,Food & Beverage
Love this so much 😍,0.9,Positive,Food & Beverage
"i dont know you, but im VERY proud of you x",0.7,Positive,Food & Beverage
"I've seen a few videos from ur channel, awesome work and persistence, but I think what I'm most jealous of is that fenomenal positivity and good vibes",0.5,Positive,Food & Beverage
You are doing amazing! Keep going,0.8,Positive,Food & Beverage
Congratulations! 🎊 You look great!!!,0.9,Positive,Food & Beverage
This is so lovely! I love how the smile was big and bright from the beginning! 💕,0.9,Positive,Food & Beverage
Awesome!!!❤️Hard work pays off! Followed and creeping your page.👀🤣🫶,0.8,Positive,Food & Beverage
Amazing!!! You looked great before but you are glowing now!!,0.9,Positive,Food & Beverage
Way to go !,0.6,Positive,Food & Beverage
GIRL! 🤩 Theres no way. You must’ve done something else besides gym. Amazinf results. You look SO good!,0.9,Positive,Food & Beverage
Yesmam! 🔥,0.8,Positive,Food & Beverage
🥰🥰🥰🥰,0.9,Positive,Food & Beverage
u re the motivation i Need,0.7,Positive,Food & Beverage
Look at you glowin,0.8,Positive,Food & Beverage
insane😩❤️,0.5,Positive,Food & Beverage
Your beautiful 😍,0.5,Positive,Food & Beverage
Such a cutie! Congratulations!,0.6,Positive,Food & Beverage
OMG you are fabulous! Go girl!,0.7,Positive,Food & Beverage
Don’t give up ur dreams will come true [happy],0.4,Positive,Food & Beverage
"Wooooow, what a transformation!!!! You are truly an inspiration and you look amazing. I’ve been on it for 2 months now, been a journey for sure 🤦🏻‍♂️Keep it up!",0.8,Positive,Food & Beverage
Im proud of uuuu:)),0.5,Positive,Food & Beverage
Not only do you look AMAZING your smile never faded you’ve been so beautiful all along !,0.7,Positive,Food & Beverage
"ay noooo la patadita 😍 felicidades, te ves hermosa x dentro y fuera",0.6,Positive,Food & Beverage
She looks so kindddd [happy],0.5,Positive,Food & Beverage
i'm proud of you💕,0.5,Positive,Food & Beverage
Yess queen I love your energy ♥️♥️😁😁,0.8,Positive,Food & Beverage
Well done.. keep it up. Wish I could do it👏👏👏,0.4,Positive,Food & Beverage
the fits were eating 😜💜,0.5,Positive,Food & Beverage
Nice great job . Keep it up girl,0.4,Positive,Food & Beverage
it's the wee kick at the end for me.. you're a vibe!👏✨,0.6,Positive,Food & Beverage
Good job girly i support you you can reach anything you want keep up🥰,0.7,Positive,Food & Beverage
